T1	T2
UPRT	52.0092258387309	52.0092258387309
CDC23	187.569265654761	187.569265654761
AAAS	119.874082101313	119.874082101313
CBX5	793.513258337259	793.513258337259
SUCO	421.644984268884	421.644984268884
MSH2	377.741876039689	377.741876039689
MAP3K1	99.8512824987729	99.8512824987729
DHPS	240.750718288826	240.750718288826
HOOK2	332.433044098609	332.433044098609
ARCN1	377.828527244398	377.828527244398
EPB41L4B	34.6259208215881	34.6259208215881
TMEM38B	232.218494679682	232.218494679682
PSMD5	366.370557883627	366.370557883627
NUP188	64.6216501674501	64.6216501674501
CRAT	155.319330530885	155.319330530885
NANS	720.468378455956	720.468378455956
TBC1D2	57.1086962888823	57.1086962888823
WHRN	32.3721309531614	32.3721309531614
CWF19L1	98.8515753474955	98.8515753474955
BTAF1	201.523410518433	201.523410518433
IKZF5	58.6727227876256	58.6727227876256
BAMBI	206.035953658675	206.035953658675
WAC	533.767234061756	533.767234061756
CREM	265.151858307546	265.151858307546
NUBP2	388.639944000444	388.639944000444
HIVEP1	116.975898485554	116.975898485554
FKBP5	125.124018307251	125.124018307251
SRPK1	819.702630100295	819.702630100295
BRPF3	54.3434459049051	54.3434459049051
MRPS18A	31.469685522105	31.469685522105
TMEM14A	610.973178195215	610.973178195215
EFHC1	107.672838300738	107.672838300738
HSP90AB1	3492.0712468668	3492.0712468668
CDC5L	979.04768601643	979.04768601643
ITPR3	10.5989531361984	10.5989531361984
ZNF184	99.5563497839948	99.5563497839948
DSP	1147.72862066261	1147.72862066261
SIRT1	58.7186688768204	58.7186688768204
HNRNPH3	1094.57987636395	1094.57987636395
IFT74	271.037617230426	271.037617230426
JAK2	42.9422782403619	42.9422782403619
ABL1	61.1038463336593	61.1038463336593
ACOT7	326.683078277746	326.683078277746
SH3GLB1	719.481706936249	719.481706936249
CDC7	100.98424922561	100.98424922561
SYDE2	58.1656292089449	58.1656292089449
SCD	543.714508188011	543.714508188011
TMED1	3.43764556559967	3.43764556559967
ABLIM1	228.32542698669	228.32542698669
ERMP1	93.9769480190875	93.9769480190875
RAB18	525.716485446135	525.716485446135
WASHC2A	195.683571604238	195.683571604238
MAST3	13.3072168252279	13.3072168252279
MZF1	75.2787824307044	75.2787824307044
OCEL1	185.725943213229	185.725943213229
MYO9B	79.3117213293129	79.3117213293129
KCNK6	104.31929001366	104.31929001366
CATSPERG	7.24149348878747	7.24149348878747
PSMD8	1230.04835344718	1230.04835344718
FBXL19	18.7059433053359	18.7059433053359
HSD3B7	79.1292329226422	79.1292329226422
SETD1A	23.9902210378885	23.9902210378885
BCL7C	131.262717116395	131.262717116395
CIRBP	820.613388209076	820.613388209076
ATP5F1D	735.324773419309	735.324773419309
HNRNPM	1614.02036751325	1614.02036751325
MARCHF2	26.7864512765142	26.7864512765142
NDUFB7	1123.52069572459	1123.52069572459
TECR	245.181062767113	245.181062767113
TIMM13	1037.18989798514	1037.18989798514
CDC34	61.5834567199268	61.5834567199268
MTAP	343.309734143649	343.309734143649
CEP170B	52.0310954286394	52.0310954286394
POLR2E	581.464460012393	581.464460012393
POLRMT	76.0406226351347	76.0406226351347
RASSF7	149.431218335628	149.431218335628
GADD45B	251.078762833852	251.078762833852
MADCAM1	9.99514671021998	9.99514671021998
MKNK2	238.871076218899	238.871076218899
ARVCF	28.1471081308426	28.1471081308426
TRMT2A	93.157001049346	93.157001049346
RANBP1	1285.69856454081	1285.69856454081
KLHL22	52.9259897844853	52.9259897844853
MED15	95.505626504127	95.505626504127
SNAP29	437.024670788166	437.024670788166
CRKL	100.063118669689	100.063118669689
LZTR1	54.660851405017	54.660851405017
SMARCB1	300.372719474825	300.372719474825
BCL2L13	251.587192469096	251.587192469096
CABIN1	108.264739071479	108.264739071479
TBC1D10A	71.2710207588488	71.2710207588488
SUSD2	71.1875155242541	71.1875155242541
SF3A1	383.330759177261	383.330759177261
RNF215	12.8394234026606	12.8394234026606
SEC14L2	74.7384947527484	74.7384947527484
SPECC1L	51.4906222212305	51.4906222212305
PPIL2	53.2121494080673	53.2121494080673
SNRPD3	1347.07084922497	1347.07084922497
PES1	290.212716906132	290.212716906132
MAPK1	187.940405632763	187.940405632763
PPM1F	47.6774125276715	47.6774125276715
SLC35E4	32.4685362652458	32.4685362652458
ESS2	73.0449739124468	73.0449739124468
CRYBB2P1	116.516895348681	116.516895348681
CARD10	25.675254232888	25.675254232888
LRP5L	27.5127431643075	27.5127431643075
SLC25A1	605.606103265992	605.606103265992
GGA1	193.503155506661	193.503155506661
HIRA	32.932103297771	32.932103297771
SH3BP1	49.3013484910287	49.3013484910287
LGALS1	1878.62649779983	1878.62649779983
HPS4	145.027048833689	145.027048833689
PIK3IP1	40.2275584823087	40.2275584823087
SRRD	10.2702578908106	10.2702578908106
PATZ1	94.7910688479794	94.7910688479794
TRIOBP	252.009552511437	252.009552511437
TFIP11	24.0897424095541	24.0897424095541
GCAT	164.678470915325	164.678470915325
ANKRD54	152.202945494794	152.202945494794
EIF3L	58.4785906016248	58.4785906016248
SNU13	1421.85351330374	1421.85351330374
MICALL1	115.934214025837	115.934214025837
POLR2F	866.087047549666	866.087047549666
CCDC134	31.22700726483	31.22700726483
DEPDC5	19.4403118443194	19.4403118443194
PICK1	42.5886557732514	42.5886557732514
CENPM	341.532515629005	341.532515629005
SEPTIN3	19.2183551951733	19.2183551951733
KDELR3	170.517036822029	170.517036822029
DDX17	1084.5418201071	1084.5418201071
TCF20	67.9648504154724	67.9648504154724
HSCB	275.275435246505	275.275435246505
CBY1	160.093345055833	160.093345055833
TOMM22	745.69054732406	745.69054732406
XBP1	927.861100072634	927.861100072634
RTCB	451.08864974599	451.08864974599
JOSD1	126.089113355379	126.089113355379
FBXO7	319.010265146479	319.010265146479
POLDIP3	101.295672881469	101.295672881469
PPP6R2	151.693653847348	151.693653847348
SBF1	97.0916528341393	97.0916528341393
CYB5R3	304.92862614606	304.92862614606
LMF2	111.040691046948	111.040691046948
RHBDD3	171.60627540512	171.60627540512
PACSIN2	248.470151018999	248.470151018999
TTLL1	28.0628932526509	28.0628932526509
AP1B1	225.976179787718	225.976179787718
HMGXB4	434.100823475287	434.100823475287
TOM1	101.72967915352	101.72967915352
CHKB	33.9347487617014	33.9347487617014
BIK	234.195179148018	234.195179148018
HMOX1	110.803530632886	110.803530632886
MCAT	167.482907062293	167.482907062293
THOC5	141.268159932932	141.268159932932
MCM5	206.035326057127	206.035326057127
ARSA	63.5733803874386	63.5733803874386
TSPO	1385.82519385351	1385.82519385351
TTLL12	132.984739723023	132.984739723023
CBX7	27.3548682308729	27.3548682308729
PDGFB	50.0513611369114	50.0513611369114
RPL3	2844.64618579382	2844.64618579382
ZMAT5	10.8411423340682	10.8411423340682
RBFOX2	370.058290919652	370.058290919652
SYNGR1	244.231650597346	244.231650597346
TAB1	37.8664611222925	37.8664611222925
ASCC2	200.186905709514	200.186905709514
MTMR3	15.6658794618677	15.6658794618677
MIEF1	136.04013719139	136.04013719139
PNPLA3	32.4770126559496	32.4770126559496
MYH9	458.98327032294	458.98327032294
SAMM50	432.640676790658	432.640676790658
TXN2	733.685260398052	733.685260398052
FOXRED2	151.663920818214	151.663920818214
EIF3D	1123.16844806406	1123.16844806406
TNRC6B	377.048488215343	377.048488215343
SGSM3	46.4779592476095	46.4779592476095
IFT27	245.438339224272	245.438339224272
KIAA0930	60.5706166074607	60.5706166074607
SLC25A17	203.762190344044	203.762190344044
FAM118A	113.966415153953	113.966415153953
ST13	1153.99449419679	1153.99449419679
RBX1	1391.13892407104	1391.13892407104
EP300	223.269678213001	223.269678213001
L3MBTL2	107.407752555577	107.407752555577
RANGAP1	340.936801048935	340.936801048935
ZC3H7B	126.750217629089	126.750217629089
PHF5A	377.273134773755	377.273134773755
ACO2	39.0625496136368	39.0625496136368
POLR3H	119.688985720767	119.688985720767
TRMU	129.812051294249	129.812051294249
PMM1	190.653702304474	190.653702304474
DESI1	302.180030430038	302.180030430038
CERK	66.7281601258223	66.7281601258223
BRD1	73.5616145416795	73.5616145416795
ZBED4	73.706836666118	73.706836666118
HDAC10	38.8408758644151	38.8408758644151
ABHD4	33.5174875264423	33.5174875264423
KHNYN	25.5678745355079	25.5678745355079
FKBP3	1108.15000773101	1108.15000773101
RBM23	297.08483509873	297.08483509873
PRMT5	21.9643280856233	21.9643280856233
AP4S1	52.2933113125983	52.2933113125983
POLE2	116.122135106608	116.122135106608
VCPKMT	75.6354964150646	75.6354964150646
SOS2	131.86212721462	131.86212721462
NIN	281.730114968551	281.730114968551
PYGL	227.446459879147	227.446459879147
PSMC6	781.034746377133	781.034746377133
GNPNAT1	334.196810812892	334.196810812892
DDHD1	116.917943966593	116.917943966593
CDKN3	632.50571868482	632.50571868482
CNIH1	794.787988233467	794.787988233467
CGRRF1	120.439284647427	120.439284647427
ATP6V1D	785.684520021458	785.684520021458
PLEK2	112.317281903715	112.317281903715
PIGH	43.0767164369726	43.0767164369726
PSMA3	1484.79166312434	1484.79166312434
VTI1B	178.828919646095	178.828919646095
TIMM9	564.390863814759	564.390863814759
GSTZ1	175.740666211708	175.740666211708
KIAA0586	207.739874698226	207.739874698226
TMED8	89.8712061851136	89.8712061851136
SAMD15	27.4500889462156	27.4500889462156
AHSA1	719.156482442541	719.156482442541
DAAM1	572.472947009756	572.472947009756
SPTLC2	346.841734156606	346.841734156606
LGMN	273.383936515633	273.383936515633
ALKBH1	60.631702458963	60.631702458963
SNW1	801.049405295168	801.049405295168
ITPK1	121.516895058038	121.516895058038
DHRS7	477.005143947761	477.005143947761
PPM1A	252.558696906828	252.558696906828
SIX4	66.0212223327265	66.0212223327265
CEP128	145.851061732254	145.851061732254
ERH	1360.30316605211	1360.30316605211
HIF1A	604.785327458893	604.785327458893
SUSD6	155.495101307765	155.495101307765
SRSF5	1344.11956500656	1344.11956500656
EIF5	1295.58600552251	1295.58600552251
DICER1	276.555363110742	276.555363110742
ZFYVE21	359.525401545953	359.525401545953
MTHFD1	314.8640626775	314.8640626775
ZC3H14	564.583231328438	564.583231328438
TELO2	17.7913671490285	17.7913671490285
PCNX1	47.0471964462425	47.0471964462425
GSKIP	125.557889620887	125.557889620887
VRK1	451.182727301635	451.182727301635
PSMC1	344.884977686653	344.884977686653
PAPLN	7.83626486965092	7.83626486965092
RPS6KA5	137.475066548055	137.475066548055
PPP4R3A	273.886157995234	273.886157995234
C14orf93	28.5914940587599	28.5914940587599
PSMB5	1456.8943831068	1456.8943831068
YY1	955.121050146341	955.121050146341
ACIN1	1018.05611287494	1018.05611287494
CCNB1IP1	281.109100982207	281.109100982207
TRIP11	587.157341203699	587.157341203699
APEX1	1129.99440840261	1129.99440840261
PABPN1	160.761845343346	160.761845343346
ARHGAP5	412.224936070141	412.224936070141
CINP	338.011748057576	338.011748057576
SRP54	652.620815012951	652.620815012951
CHD8	346.601989344334	346.601989344334
PCK2	225.424800632972	225.424800632972
PRORP	26.5441435839937	26.5441435839937
DCAF11	145.310568982719	145.310568982719
PSMA6	78.3340513745142	78.3340513745142
NFKBIA	998.634229767237	998.634229767237
EMC9	277.685616519769	277.685616519769
PSME2	1155.06183706924	1155.06183706924
BRMS1L	182.484637758552	182.484637758552
REC8	9.28224265059304	9.28224265059304
TM9SF1	58.9016874136743	58.9016874136743
SEC23A	187.890942873154	187.890942873154
GMPR2	288.517278320049	288.517278320049
PNN	1524.45442856303	1524.45442856303
RABGGTA	119.769170380232	119.769170380232
NFATC4	39.9825692255747	39.9825692255747
PCIF1	68.2057262629972	68.2057262629972
GSS	290.05305268985	290.05305268985
TRPC4AP	214.498066862873	214.498066862873
PYGB	136.818617495428	136.818617495428
ABHD12	201.283753986724	201.283753986724
GINS1	150.16854695691	150.16854695691
NINL	50.5658650935674	50.5658650935674
UQCC1	172.544824119966	172.544824119966
ZMYND8	835.449177944114	835.449177944114
IFT52	139.445639184818	139.445639184818
NDRG3	170.597732556436	170.597732556436
RAB5IF	13.7313156543788	13.7313156543788
PABPC1L	75.4668220740968	75.4668220740968
STK4	364.730101194734	364.730101194734
ADNP	209.548353552807	209.548353552807
PFDN4	1277.41858834123	1277.41858834123
CSTF1	279.685825487669	279.685825487669
RAE1	671.433200436624	671.433200436624
TPD52L2	336.671407408856	336.671407408856
DNAJC5	124.292977264643	124.292977264643
NELFCD	581.532066972823	581.532066972823
CTSZ	107.325354135378	107.325354135378
PRPF6	738.621154920029	738.621154920029
PRELID3B	909.363698500986	909.363698500986
MTG2	168.988601503358	168.988601503358
PSMA7	2690.98299870294	2690.98299870294
MRGBP	175.754008316091	175.754008316091
TCFL5	30.9829943721611	30.9829943721611
DIDO1	282.765471305657	282.765471305657
GID8	527.052727394959	527.052727394959
ARFGAP1	150.584516649781	150.584516649781
EEF1A2	116.367763358011	116.367763358011
PTK6	61.5333939847912	61.5333939847912
GMEB2	48.4489594278275	48.4489594278275
C20orf27	359.167512073997	359.167512073997
CDC25B	226.395939000388	226.395939000388
RNF24	207.143468863528	207.143468863528
ARFRP1	148.471043036339	148.471043036339
NDUFAF5	126.528595515139	126.528595515139
TRIB3	298.318231135454	298.318231135454
CSNK2A1	754.607526446796	754.607526446796
RPS10P5	21.8449032173967	21.8449032173967
CDS2	121.550885310619	121.550885310619
HM13	721.056231958881	721.056231958881
SEC23B	316.871491687385	316.871491687385
PLCB4	300.862445251943	300.862445251943
TM9SF4	270.943238809483	270.943238809483
CRNKL1	281.355239028751	281.355239028751
POFUT1	123.091692714215	123.091692714215
SAMHD1	86.8151245623767	86.8151245623767
KIF3B	263.062847931266	263.062847931266
MROH8	20.7887003364955	20.7887003364955
NOP56	1348.20048401034	1348.20048401034
MANBAL	251.292820121592	251.292820121592
IDH3B	565.638894240781	565.638894240781
MAPRE1	544.067209073537	544.067209073537
JAG1	145.423856348104	145.423856348104
CDK5RAP1	182.035413062303	182.035413062303
SNTA1	25.6069229202339	25.6069229202339
TTI1	80.2412083088582	80.2412083088582
E2F1	48.1706066435373	48.1706066435373
RPRD1B	94.0313450625023	94.0313450625023
PXMP4	236.471436695772	236.471436695772
CHMP4B	614.162567832459	614.162567832459
ACTR5	77.2507284566088	77.2507284566088
AHCY	533.270592263913	533.270592263913
FAM83D	177.654579961207	177.654579961207
DHX35	48.7750981513527	48.7750981513527
DNTTIP1	202.181154287498	202.181154287498
PIGU	155.396071023455	155.396071023455
ACOT8	93.0973079895904	93.0973079895904
APMAP	463.81930328294	463.81930328294
ADNP2	126.576839983254	126.576839983254
RBFA	278.287439989545	278.287439989545
USP14	851.961391031207	851.961391031207
VAPA	1200.25050930706	1200.25050930706
METTL4	88.1754869070721	88.1754869070721
SMCHD1	426.990038587742	426.990038587742
MYL12A	1878.39997316453	1878.39997316453
CEP76	88.7750062074181	88.7750062074181
CEP192	76.9750581962578	76.9750581962578
RNMT	503.526735218625	503.526735218625
SMAD7	29.4763939358553	29.4763939358553
RNF125	35.3879458721672	35.3879458721672
ANKRD12	645.361710377933	645.361710377933
POLI	78.5182597839228	78.5182597839228
MIB1	224.681726600626	224.681726600626
RBBP8	512.175397620725	512.175397620725
RIOK3	515.467956353207	515.467956353207
CSTF2	117.833415862157	117.833415862157
PSMD10	548.347859208274	548.347859208274
ATG4A	130.953599135548	130.953599135548
STS	64.222554311424	64.222554311424
TBL1X	296.855658121435	296.855658121435
PGRMC1	885.691751055294	885.691751055294
POLA1	173.756601477264	173.756601477264
NKAP	439.999036755543	439.999036755543
NXT2	125.221189235263	125.221189235263
MCTS2P	14.1906041291202	14.1906041291202
ALG13	268.059070237922	268.059070237922
PRPS2	332.801035730095	332.801035730095
MOSPD1	237.615538389119	237.615538389119
AMMECR1	129.296192633875	129.296192633875
WDR13	216.356488534918	216.356488534918
SUV39H1	34.6002821379884	34.6002821379884
XIAP	370.234485330443	370.234485330443
STAG2	765.819069247205	765.819069247205
ATP11C	110.862861239752	110.862861239752
ABCD1	18.2254117979412	18.2254117979412
CCDC22	22.7003147711091	22.7003147711091
SYP	10.9851649800126	10.9851649800126
PLP2	758.23988897349	758.23988897349
NAA10	591.301362096474	591.301362096474
ELF4	35.5518592653424	35.5518592653424
RBBP7	1106.38700503821	1106.38700503821
SLC25A14	65.003667794047	65.003667794047
FMR1	271.432776962678	271.432776962678
PIM2	32.4549109080907	32.4549109080907
SCML2	53.4109193610425	53.4109193610425
SLC35A2	157.20193924717	157.20193924717
PQBP1	461.315529170348	461.315529170348
EMD	630.958439468342	630.958439468342
TAFAZZIN	94.9849816379312	94.9849816379312
PGK1	1787.84162110882	1787.84162110882
MAGT1	371.664405424509	371.664405424509
SMS	1103.59499579034	1103.59499579034
PHEX	99.1625827175311	99.1625827175311
UBL4A	223.193208216053	223.193208216053
CD99L2	49.405857889486	49.405857889486
EEA1	481.621015517662	481.621015517662
RP2	46.3956412303204	46.3956412303204
JADE3	29.4575975112977	29.4575975112977
CDK16	231.789519374768	231.789519374768
USP11	198.045416673144	198.045416673144
HTATSF1	998.975778623088	998.975778623088
TIMP1	863.252724382586	863.252724382586
FGD1	20.2365589855143	20.2365589855143
PIN4	558.113827377716	558.113827377716
PORCN	32.5833255553524	32.5833255553524
MAGED2	602.991401114827	602.991401114827
RBM3	1112.94921549385	1112.94921549385
CENPI	53.1148840879671	53.1148840879671
PBDC1	404.281567630568	404.281567630568
GLA	270.850471582498	270.850471582498
NDFIP2	317.602414833193	317.602414833193
FNDC3A	189.699821333606	189.699821333606
CDADC1	103.082711467498	103.082711467498
CAB39L	109.91100874116	109.91100874116
KLF5	237.902071107363	237.902071107363
STK24	25.2074217205177	25.2074217205177
DNAJC3	564.596605435031	564.596605435031
UGGT2	241.49642172617	241.49642172617
ARHGEF7	143.598249713875	143.598249713875
PARP4	213.681322605022	213.681322605022
SUPT20H	365.547712134226	365.547712134226
MRPS31	411.131523201696	411.131523201696
SLC25A15	33.5411799748337	33.5411799748337
KPNA3	398.517897133454	398.517897133454
VWA8	74.5351495315683	74.5351495315683
DGKH	123.18508028652	123.18508028652
KATNAL1	67.4153008456894	67.4153008456894
INTS6	138.753145762822	138.753145762822
DHRS12	49.0075372379899	49.0075372379899
TSC22D1	667.010110099059	667.010110099059
CLN5	42.9286001677667	42.9286001677667
ZNF629	87.1385455453651	87.1385455453651
TRADD	123.789725931402	123.789725931402
HSF4	35.9991496801437	35.9991496801437
MAPK3	84.839845613334	84.839845613334
GDPD3	73.4079632058281	73.4079632058281
ELMO3	83.1179013707492	83.1179013707492
PHKB	287.760189088978	287.760189088978
LYRM1	174.789418129797	174.789418129797
NUTF2	900.834496008918	900.834496008918
NUP93	235.485312142562	235.485312142562
CENPT	135.246800264255	135.246800264255
NFAT5	158.817636861609	158.817636861609
LONP2	382.513884236646	382.513884236646
N4BP1	159.978000557395	159.978000557395
ARL2BP	6.01360093790162	6.01360093790162
PLLP	43.8572961046737	43.8572961046737
DHODH	78.3211888770131	78.3211888770131
CTCF	398.193289299416	398.193289299416
ACD	137.566764880322	137.566764880322
POLR2C	296.937395294812	296.937395294812
PARD6A	56.0239714072159	56.0239714072159
ZNF821	12.1843134284802	12.1843134284802
MMP15	54.0098279670503	54.0098279670503
USB1	218.920378679499	218.920378679499
CYB5B	462.407042472347	462.407042472347
CCDC113	73.0406629031461	73.0406629031461
NME3	461.798827817545	461.798827817545
PSMD7	639.880287477979	639.880287477979
SETD6	113.322225251684	113.322225251684
SLC38A7	70.0441271164668	70.0441271164668
VAC14	61.5959187096066	61.5959187096066
TANGO6	18.2938097088745	18.2938097088745
COG4	221.60233618104	221.60233618104
SLC7A6OS	31.6776733769782	31.6776733769782
SLC7A6	44.9691722971398	44.9691722971398
PLA2G15	38.753323608962	38.753323608962
ESRP2	80.837933432141	80.837933432141
WDR59	117.249215167585	117.249215167585
MON1B	149.637617712041	149.637617712041
CMC2	842.859948528745	842.859948528745
AXIN1	55.4231670105841	55.4231670105841
HCFC1R1	363.963834663959	363.963834663959
NPRL3	93.4554401224893	93.4554401224893
MLYCD	22.4650125844088	22.4650125844088
MPG	20.2171252614919	20.2171252614919
HSDL1	100.065326045217	100.065326045217
TAF1C	26.6312897813736	26.6312897813736
NAGPA	66.6828066235885	66.6828066235885
COTL1	862.601340117684	862.601340117684
USP10	998.19683793989	998.19683793989
CRISPLD2	53.8346678240292	53.8346678240292
TSC2	78.071017972979	78.071017972979
NME4	524.321792781507	524.321792781507
ABCC1	41.9048452872611	41.9048452872611
LMF1	39.34938915879	39.34938915879
CIAO3	103.372319593535	103.372319593535
MTHFSD	62.720553354408	62.720553354408
CLCN7	9.78308117926031	9.78308117926031
HAGHL	197.634377054011	197.634377054011
ANTKMT	331.020963782804	331.020963782804
SLC7A5	126.859428720392	126.859428720392
METRN	183.270335507902	183.270335507902
FBXO31	33.7588678144208	33.7588678144208
STUB1	7.20556999568966	7.20556999568966
NUBP1	39.2299918228723	39.2299918228723
UBE2I	1061.61070798568	1061.61070798568
EEF2K	46.5340518514284	46.5340518514284
CAPN15	32.4483446295637	32.4483446295637
PIEZO1	81.7659992402111	81.7659992402111
GSPT1	1143.00145182643	1143.00145182643
ZNF174	52.4115285782674	52.4115285782674
CLUAP1	128.150156708909	128.150156708909
UBFD1	143.756362433654	143.756362433654
EARS2	79.52693975417	79.52693975417
ELOB	1825.85092948635	1825.85092948635
GGA2	138.709208976382	138.709208976382
CPPED1	133.814222234537	133.814222234537
USP31	54.6727424162307	54.6727424162307
HMOX2	362.386502820695	362.386502820695
DNAJA3	254.02327787896	254.02327787896
BFAR	422.477067077938	422.477067077938
RBL2	268.176946777887	268.176946777887
QPRT	603.741335249544	603.741335249544
RPGRIP1L	168.920304682705	168.920304682705
STX4	316.992844482443	316.992844482443
CDIPT	255.946512472146	255.946512472146
BCKDK	280.3405861163	280.3405861163
KAT8	109.017851347368	109.017851347368
NOMO1	60.6645108699765	60.6645108699765
TMC5	200.716090345585	200.716090345585
CCP110	234.142508432276	234.142508432276
VPS35L	107.74156564223	107.74156564223
RNF40	51.4750448762472	51.4750448762472
KNOP1	381.626294058184	381.626294058184
AAGAB	250.422781944367	250.422781944367
IQCH	20.7298701068741	20.7298701068741
LACTB	266.834240651974	266.834240651974
CSK	64.5506050736731	64.5506050736731
HERC1	89.2178751151824	89.2178751151824
TRIP4	244.843227955294	244.843227955294
MTFMT	158.842475845878	158.842475845878
RAB11A	831.641495690909	831.641495690909
CTSH	337.28469050741	337.28469050741
TTC23	48.3629700044108	48.3629700044108
CD276	109.149973410356	109.149973410356
FAH	202.670809027407	202.670809027407
RPAP1	58.7482831728422	58.7482831728422
HOMER2	89.5004565353672	89.5004565353672
EHD4	126.872101064772	126.872101064772
TMEM87A	461.691872253547	461.691872253547
ZNF106	645.052021072429	645.052021072429
CEP152	260.263785642974	260.263785642974
DTWD1	227.275913492268	227.275913492268
GABPB1	135.419768373514	135.419768373514
TJP1	293.056932993229	293.056932993229
BMF	15.4849290682017	15.4849290682017
DMXL2	51.8250095651719	51.8250095651719
DNAJC17	208.066223624663	208.066223624663
EIF3J	897.416744077562	897.416744077562
SPG11	122.047698477451	122.047698477451
RHOV	206.795979329176	206.795979329176
VPS18	40.003120939608	40.003120939608
OIP5	31.0466913948473	31.0466913948473
SLC30A4	12.2587095591103	12.2587095591103
BLOC1S6	506.355383244254	506.355383244254
SGK3	94.3824991812359	94.3824991812359
CSPP1	398.309828272073	398.309828272073
TRIM35	26.9386491639573	26.9386491639573
ZFAND1	332.618528571773	332.618528571773
FZD3	105.159204621538	105.159204621538
INTS9	36.1502974714856	36.1502974714856
RIPK2	375.771539627243	375.771539627243
NBN	763.252692129428	763.252692129428
DECR1	826.980022804887	826.980022804887
BPNT2	111.443778817818	111.443778817818
LAPTM4B	577.408606847498	577.408606847498
UBE2W	222.554249123934	222.554249123934
POP1	289.11738794635	289.11738794635
NIPAL2	38.6462912660724	38.6462912660724
IKBKB	94.6868522610379	94.6868522610379
JPH1	43.0093534403783	43.0093534403783
STK3	579.154925416756	579.154925416756
GDAP1	82.8311922017675	82.8311922017675
RAB2A	1400.81519281626	1400.81519281626
EIF3E	1341.23986776013	1341.23986776013
EMC2	558.467534488764	558.467534488764
NDRG1	223.848104907506	223.848104907506
ARMC1	478.071431465149	478.071431465149
TRPS1	441.092706590681	441.092706590681
SPAG1	152.572021818933	152.572021818933
CHRAC1	459.53079555824	459.53079555824
NCALD	21.5578546729709	21.5578546729709
SNX16	90.858758404809	90.858758404809
UBR5	378.580934139688	378.580934139688
GFUS	521.573134454161	521.573134454161
PYCR3	64.8730487375751	64.8730487375751
EEF1D	142.538780593117	142.538780593117
SQLE	770.127721542305	770.127721542305
SH2D4A	333.116186076078	333.116186076078
INTS10	318.25990513803	318.25990513803
ERI1	150.116118689438	150.116118689438
SLC39A14	139.101394710087	139.101394710087
MTMR9	46.8787104326109	46.8787104326109
LEPROTL1	312.67105795857	312.67105795857
DCTN6	409.212325317852	409.212325317852
R3HCC1	110.627980649457	110.627980649457
GSR	210.434255076645	210.434255076645
TNFRSF10A	114.806067308298	114.806067308298
UBXN8	114.323021567885	114.323021567885
PPP2CB	168.927692310799	168.927692310799
ERICH1	258.413457095923	258.413457095923
ARHGEF10	21.9006398917123	21.9006398917123
KLHDC4	149.41135884172	149.41135884172
MCM4	550.838900817242	550.838900817242
KCTD9	188.384985453742	188.384985453742
ASAH1	620.400015774185	620.400015774185
BNIP3L	470.596566260479	470.596566260479
MAN2B1	27.868576806241	27.868576806241
NUCB1	283.977194425719	283.977194425719
GYS1	94.3355691259083	94.3355691259083
ECH1	954.268652179036	954.268652179036
HNRNPL	284.89779498682	284.89779498682
NFKBIB	179.967881296262	179.967881296262
SARS2	59.3768101614907	59.3768101614907
SNRNP70	349.741731205304	349.741731205304
CLPTM1	132.501426807473	132.501426807473
RELB	61.6985273832931	61.6985273832931
CLASRP	107.099529900011	107.099529900011
LIN7B	63.8886440750216	63.8886440750216
PPP1R37	73.003992953271	73.003992953271
PIH1D1	480.939236721987	480.939236721987
PPP1R13L	164.28575738437	164.28575738437
ERCC2	68.8996296736358	68.8996296736358
DOT1L	53.2404966566133	53.2404966566133
PLEKHJ1	318.176629091728	318.176629091728
RNASEH2A	83.7384929601777	83.7384929601777
SF3A2	167.577033507732	167.577033507732
OAZ1	2048.11607960302	2048.11607960302
TRMT1	136.646542505696	136.646542505696
STX10	403.853002684287	403.853002684287
DMPK	14.8948673395514	14.8948673395514
TBC1D17	106.080708337678	106.080708337678
IL4I1	5.15877358916277	5.15877358916277
YJU2B	131.620640080572	131.620640080572
PTOV1	249.61386540307	249.61386540307
TLE5	16.8515372386903	16.8515372386903
SGTA	140.816778179354	140.816778179354
MED25	187.753492365156	187.753492365156
SNAPC2	110.810240822478	110.810240822478
C19orf53	1239.84958758642	1239.84958758642
TIMM44	302.043823846892	302.043823846892
CCDC61	8.24493538209604	8.24493538209604
IL27RA	98.8310501303903	98.8310501303903
ASF1B	147.833401897168	147.833401897168
VRK3	172.973271077615	172.973271077615
FAM32A	616.971274244924	616.971274244924
PPP6R1	37.8881553347529	37.8881553347529
C19orf44	36.0046356686516	36.0046356686516
MED26	3.55645398674561	3.55645398674561
AKAP8	315.556661268467	315.556661268467
ILVBL	197.451985688888	197.451985688888
ZNF419	42.6306798720052	42.6306798720052
POP4	364.168655079898	364.168655079898
CCNE1	71.544336733851	71.544336733851
URI1	564.343417619833	564.343417619833
PDCD5	1383.74941625616	1383.74941625616
ANKRD27	100.739332020962	100.739332020962
RPS16	3541.75006512953	3541.75006512953
TIMM50	539.990598674748	539.990598674748
FBL	1081.51587152847	1081.51587152847
DYRK1B	13.6286054082626	13.6286054082626
GPI	835.445405731502	835.445405731502
AKT2	117.938588852168	117.938588852168
PLD3	238.442085915304	238.442085915304
PRX	6.2169651346676	6.2169651346676
PIAS4	153.989493981726	153.989493981726
NUMBL	26.2908408481164	26.2908408481164
