"","Combination","Subtype","Activity"
"1030","Sapitinib + Bortezomib","ER+",-0.0575059701265647
"1031","Sapitinib + Camptothecin","ER+",0.0505416440228352
"1032","Sapitinib + Cisplatin","ER+",-0.0136966159011116
"1033","Sapitinib + Crizotinib","ER+",0.156929287734322
"1034","Sapitinib + Dabrafenib","ER+",0.0828969744912586
"1035","Sapitinib + Docetaxel","ER+",-0.199898103445194
"1036","Sapitinib + Doramapimod","ER+",0.00291018095099124
"1037","Sapitinib + Entinostat","ER+",0.0591274643893626
"1038","Sapitinib + Gemcitabine","ER+",0.0746222380957966
"1039","Sapitinib + GSK269962A","ER+",-0.058129321662349
"1040","Sapitinib + JQ1","ER+",-0.0574196877791305
"1041","Sapitinib + KU-55933","ER+",-0.041692568729554
"1042","Sapitinib + Lapatinib","ER+",-0.247386626653979
"1043","Sapitinib + Linsitinib","ER+",-0.000400663947015427
"1044","Sapitinib + Luminespib","ER+",-0.0688277577899668
"1045","Sapitinib + MK-1775","ER+",0.00828316262037971
"1046","Sapitinib + MK-2206","ER+",-0.0837606729635404
"1047","Sapitinib + Navitoclax","ER+",0.130157648687497
"1048","Sapitinib + Nilotinib","ER+",-0.0585606761232158
"1049","Sapitinib + NU7441","ER+",0.0902577913436172
"1050","Sapitinib + Nutlin-3a (-)","ER+",-0.00702922574863693
"1051","Sapitinib + Olaparib","ER+",-0.140012093025993
"1052","Sapitinib + OSI-027","ER+",0.0366829033475592
"1053","Sapitinib + Paclitaxel","ER+",-0.0304222723742734
"1054","Sapitinib + Palbociclib","ER+",0.0632117145622645
"1055","Sapitinib + PD173074","ER+",-0.101234546746081
"1056","Sapitinib + PF-4708671","ER+",0.0225314879504412
"1057","Sapitinib + Pictilisib","ER+",8.17285334387928e-05
"1058","Sapitinib + Ribociclib","ER+",-0.223666164978779
"1059","Sapitinib + RO-3306","ER+",0.0148735497683433
"1060","Sapitinib + SB216763","ER+",-0.0159652156510708
"1061","Sapitinib + SCH772984","ER+",-0.0786522387311918
"1062","Sapitinib + Sorafenib","ER+",-0.0537564132708905
"1063","Sapitinib + Taselisib","ER+",0.0515653107077528
"1064","Sapitinib + Temozolomide","ER+",-0.0682024588885991
"1065","Sapitinib + Tozasertib","ER+",-0.0708084060649733
"1066","Sapitinib + Trametinib","ER+",0.116185025206656
"1067","Sapitinib + Uprosertib","ER+",-0.12567990852671
"1068","Sapitinib + Venetoclax","ER+",-0.0204552378283863
"1069","Sapitinib + Vorinostat","ER+",0.0637004312494999
"1070","Sapitinib + Wee1 Inhibitor","ER+",-0.0355093663663454
"1071","Sapitinib + ZM447439","ER+",-0.0545136370736841
"1072","Taselisib + 5-Fluorouracil","ER+",0.127441184607976
"1073","Taselisib + Afatinib","ER+",-0.0744984245690347
"1074","Taselisib + Alisertib","ER+",0.168155000339822
"1075","Taselisib + Alpelisib","ER+",-0.301497414461843
"1076","Taselisib + Axitinib","ER+",-0.113848657068383
"1077","Taselisib + AZD6482","ER+",-0.0680816472654995
"1078","Taselisib + AZD7762","ER+",-0.194885897255604
"1079","Taselisib + AZD8055","ER+",0.0446988161898935
"1080","Taselisib + BI-2536","ER+",0.233004446868531
"1081","Taselisib + Bortezomib","ER+",0.0636211196466899
"1082","Taselisib + Camptothecin","ER+",0.045291925590546
"1083","Taselisib + Cisplatin","ER+",-0.00040737560663336
"1084","Taselisib + Crizotinib","ER+",-0.0719350847408422
"1085","Taselisib + Dabrafenib","ER+",0.0422324503710386
"1086","Taselisib + Docetaxel","ER+",-0.156813720828078
"1087","Taselisib + Doramapimod","ER+",0.0315480944884625
"1088","Taselisib + Entinostat","ER+",0.270374934572224
"1089","Taselisib + Gemcitabine","ER+",-0.0745610196840963
"1090","Taselisib + GSK269962A","ER+",-0.266807440712986
"1091","Taselisib + JQ1","ER+",0.19557705586781
"1092","Taselisib + KU-55933","ER+",0.0311059889054819
"1093","Taselisib + Lapatinib","ER+",-0.303488163710878
"1094","Taselisib + Linsitinib","ER+",-0.0923910677085775
"1095","Taselisib + Luminespib","ER+",-0.129489799699271
"1096","Taselisib + MK-1775","ER+",-0.148315382276524
"1097","Taselisib + MK-2206","ER+",-0.202184052823044
"1098","Taselisib + Navitoclax","ER+",0.291850238240813
"1099","Taselisib + Nilotinib","ER+",0.115111325279205
"1100","Taselisib + NU7441","ER+",0.130568992776604
"1101","Taselisib + Nutlin-3a (-)","ER+",0.0169429123338923
"1102","Taselisib + Olaparib","ER+",-0.0473981670347082
"1103","Taselisib + OSI-027","ER+",0.0302996555227709
"1104","Taselisib + Paclitaxel","ER+",0.0423028587577955
"1105","Taselisib + Palbociclib","ER+",0.203078042258413
"1106","Taselisib + PD173074","ER+",0.0157443634183881
"1107","Taselisib + PF-4708671","ER+",0.0412864074115365
"1108","Taselisib + Pictilisib","ER+",-0.420177974145479
"1109","Taselisib + Ribociclib","ER+",0.0611547277782548
"1110","Taselisib + RO-3306","ER+",0.0133363282456411
"1111","Taselisib + Sapitinib","ER+",0.0081952624132677
"1112","Taselisib + SB216763","ER+",-0.0544262619939974
"1113","Taselisib + SCH772984","ER+",0.161025686726278
"1114","Taselisib + Sorafenib","ER+",-0.0786532284195891
"1115","Taselisib + Temozolomide","ER+",-0.0324139841380176
"1116","Taselisib + Tozasertib","ER+",-0.0500197922788891
"1117","Taselisib + Trametinib","ER+",0.0501169350003429
"1118","Taselisib + Uprosertib","ER+",-0.371744418902427
"1119","Taselisib + Venetoclax","ER+",0.0886567277088452
"1120","Taselisib + Vorinostat","ER+",0.235030881004766
"1121","Taselisib + Wee1 Inhibitor","ER+",-0.147610729762726
"1122","Taselisib + ZM447439","ER+",0.0487496636062599
"1123","Temozolomide + 5-Fluorouracil","ER+",-0.118419435354026
"1124","Temozolomide + Afatinib","ER+",-0.0913310323975283
"1125","Temozolomide + Alisertib","ER+",-0.0796810325671797
"1126","Temozolomide + Alpelisib","ER+",0.00805673686291042
"1127","Temozolomide + Axitinib","ER+",-0.0580329338367574
"1128","Temozolomide + AZD6482","ER+",-0.0791482456730724
"1129","Temozolomide + AZD7762","ER+",-0.209530577459515
"1130","Temozolomide + AZD8055","ER+",-0.205752913073965
"1131","Temozolomide + BI-2536","ER+",-0.205151612483568
"1132","Temozolomide + Bortezomib","ER+",-0.173853935756795
"1133","Temozolomide + Camptothecin","ER+",0.0212727783000022
"1134","Temozolomide + Cisplatin","ER+",-0.00717829272195125
"1135","Temozolomide + Crizotinib","ER+",-0.0287688226304931
"1136","Temozolomide + Dabrafenib","ER+",-0.0570508327273014
"1137","Temozolomide + Docetaxel","ER+",-0.239556237109758
"1138","Temozolomide + Doramapimod","ER+",-0.00664763908743987
"1139","Temozolomide + Entinostat","ER+",-0.163238435704636
"1140","Temozolomide + Gemcitabine","ER+",0.0695008805426961
"1141","Temozolomide + GSK269962A","ER+",-0.0693302000857468
"1142","Temozolomide + JQ1","ER+",-0.309772919190767
"1143","Temozolomide + KU-55933","ER+",-0.172433731461361
"1144","Temozolomide + Lapatinib","ER+",-0.191612606661318
"1145","Temozolomide + Linsitinib","ER+",-0.0460948243616908
"1146","Temozolomide + Luminespib","ER+",-0.226987823090363
"1147","Temozolomide + MK-1775","ER+",-0.098989932112776
"1148","Temozolomide + MK-2206","ER+",-0.124769856096093
"1149","Temozolomide + Navitoclax","ER+",-0.0263673066115541
"1150","Temozolomide + Nilotinib","ER+",-0.175792901236614
"1151","Temozolomide + NU7441","ER+",-0.0300792833402168
"1152","Temozolomide + Nutlin-3a (-)","ER+",-0.129751194106317
"1153","Temozolomide + Olaparib","ER+",-0.0954462232126276
"1154","Temozolomide + OSI-027","ER+",-0.0691654253702625
"1155","Temozolomide + Paclitaxel","ER+",-0.142126403846562
"1156","Temozolomide + Palbociclib","ER+",-0.0165914447884833
"1157","Temozolomide + PD173074","ER+",-0.0723487584809435
"1158","Temozolomide + PF-4708671","ER+",-0.095345141433638
"1159","Temozolomide + Pictilisib","ER+",-0.235448969594599
"1160","Temozolomide + Ribociclib","ER+",-0.152051037253785
"1161","Temozolomide + RO-3306","ER+",-0.0366628370498267
"1162","Temozolomide + Sapitinib","ER+",-0.131872191026083
"1163","Temozolomide + SB216763","ER+",0.00110624335383567
"1164","Temozolomide + SCH772984","ER+",-0.0651453279112746
"1165","Temozolomide + Sorafenib","ER+",-0.0462031468923272
"1166","Temozolomide + Taselisib","ER+",-0.189904355870708
"1167","Temozolomide + Tozasertib","ER+",-0.0624800975089575
"1168","Temozolomide + Trametinib","ER+",-0.0796317023568556
"1169","Temozolomide + Uprosertib","ER+",0.0479390552198584
"1170","Temozolomide + Venetoclax","ER+",-0.0906993293299984
"1171","Temozolomide + Vorinostat","ER+",-0.0610126282854308
"1172","Temozolomide + Wee1 Inhibitor","ER+",-0.238309930077099
"1173","Temozolomide + ZM447439","ER+",-0.0584350771073162
"1174","Trametinib + 5-Fluorouracil","ER+",-0.166059239450235
"1175","Trametinib + Afatinib","ER+",0.0571321889955021
"1176","Trametinib + Alisertib","ER+",-0.0894430240252066
"1177","Trametinib + Alpelisib","ER+",-0.0121970401921484
"1178","Trametinib + Axitinib","ER+",0.0153113937289018
"1179","Trametinib + AZD6482","ER+",0.142610750056626
"1180","Trametinib + AZD7762","ER+",-0.323449510856388
"1181","Trametinib + AZD8055","ER+",-0.0448075214215982
"1182","Trametinib + BI-2536","ER+",-0.139768764847384
"1183","Trametinib + Bortezomib","ER+",0.0680905620111772
"1184","Trametinib + Camptothecin","ER+",0.14226935215829
"1185","Trametinib + Cisplatin","ER+",0.00698058356865208
"1186","Trametinib + Crizotinib","ER+",0.203529790426642
"1187","Trametinib + Dabrafenib","ER+",-0.0629180329350661
"1188","Trametinib + Docetaxel","ER+",-0.311447921844511
"1189","Trametinib + Doramapimod","ER+",0.145304790143559
"1190","Trametinib + Entinostat","ER+",0.0219524316946499
"1191","Trametinib + Gemcitabine","ER+",0.230069730532346
"1192","Trametinib + GSK269962A","ER+",0.0512744987777415
"1193","Trametinib + JQ1","ER+",0.225826063613152
"1194","Trametinib + KU-55933","ER+",-0.176970190187384
"1195","Trametinib + Lapatinib","ER+",0.149475578463265
"1196","Trametinib + Linsitinib","ER+",0.091672131491762
"1197","Trametinib + Luminespib","ER+",-0.141739900195527
"1198","Trametinib + MK-1775","ER+",-0.183057153847332
"1199","Trametinib + MK-2206","ER+",-0.0826367959478722
"1200","Trametinib + Navitoclax","ER+",0.109560587030715
"1201","Trametinib + Nilotinib","ER+",-0.0465280723313549
"1202","Trametinib + NU7441","ER+",-0.0339185840726949
"1203","Trametinib + Nutlin-3a (-)","ER+",-0.00472422141665456
"1204","Trametinib + Olaparib","ER+",-0.176304494304188
"1205","Trametinib + OSI-027","ER+",0.0496959767681061
"1206","Trametinib + Paclitaxel","ER+",-0.203225740402307
"1207","Trametinib + Palbociclib","ER+",-0.0353228287556578
"1208","Trametinib + PD173074","ER+",-0.124769371704056
"1209","Trametinib + PF-4708671","ER+",-0.156363795179753
"1210","Trametinib + Pictilisib","ER+",0.0104208773492916
"1211","Trametinib + Ribociclib","ER+",0.0107322003901152
"1212","Trametinib + RO-3306","ER+",0.18050213333499
"1213","Trametinib + Sapitinib","ER+",-0.086204249593925
"1214","Trametinib + SB216763","ER+",0.108556832361403
"1215","Trametinib + SCH772984","ER+",-0.0200094957705136
"1216","Trametinib + Sorafenib","ER+",0.182815990790003
"1217","Trametinib + Taselisib","ER+",-0.0740870368233034
"1218","Trametinib + Temozolomide","ER+",-0.0266701200222233
"1219","Trametinib + Tozasertib","ER+",0.0432889514383255
"1220","Trametinib + Uprosertib","ER+",0.216475426301442
"1221","Trametinib + Venetoclax","ER+",-0.0716699223248315
"1222","Trametinib + Vorinostat","ER+",0.0173925021096178
"1223","Trametinib + Wee1 Inhibitor","ER+",-0.0223151210965639
"1224","Trametinib + ZM447439","ER+",0.0409976665550693
"1225","Vorinostat + 5-Fluorouracil","ER+",-0.0126208940642053
"1226","Vorinostat + Afatinib","ER+",0.212069966857888
"1227","Vorinostat + Alisertib","ER+",0.134517651604549
"1228","Vorinostat + Alpelisib","ER+",0.111604455246693
"1229","Vorinostat + Axitinib","ER+",-0.017689470906618
"1230","Vorinostat + AZD6482","ER+",0.268096214257581
"1231","Vorinostat + AZD7762","ER+",-0.225999361171448
"1232","Vorinostat + AZD8055","ER+",0.161850409645658
"1233","Vorinostat + BI-2536","ER+",0.0291417154242092
"1234","Vorinostat + Bortezomib","ER+",0.041314424828743
"1235","Vorinostat + Camptothecin","ER+",0.265810089286098
"1236","Vorinostat + Cisplatin","ER+",0.0233215762557298
"1237","Vorinostat + Crizotinib","ER+",0.161776832566656
"1238","Vorinostat + Dabrafenib","ER+",-0.0402072610172125
"1239","Vorinostat + Docetaxel","ER+",-0.264201405885026
"1240","Vorinostat + Doramapimod","ER+",0.147927329067389
"1241","Vorinostat + Entinostat","ER+",-0.166048332017169
"1242","Vorinostat + Gemcitabine","ER+",0.137117055551333
"1243","Vorinostat + GSK269962A","ER+",0.0907723761907139
"1244","Vorinostat + JQ1","ER+",0.472172023532155
"1245","Vorinostat + KU-55933","ER+",-0.0372232850300021
"1246","Vorinostat + Lapatinib","ER+",0.275623933221108
"1247","Vorinostat + Linsitinib","ER+",0.0786127082459627
"1248","Vorinostat + Luminespib","ER+",-0.146325032857852
"1249","Vorinostat + MK-1775","ER+",-0.0851408502972239
"1250","Vorinostat + MK-2206","ER+",0.278117565631481
"1251","Vorinostat + Navitoclax","ER+",0.173514925154597
"1252","Vorinostat + Nilotinib","ER+",-0.148510959903831
"1253","Vorinostat + NU7441","ER+",0.103255785563005
"1254","Vorinostat + Nutlin-3a (-)","ER+",-0.0127322038596569
"1255","Vorinostat + Olaparib","ER+",-0.115075626665539
"1256","Vorinostat + OSI-027","ER+",0.126131987238252
"1257","Vorinostat + Paclitaxel","ER+",-0.19199201340483
"1258","Vorinostat + Palbociclib","ER+",0.059552504554392
"1259","Vorinostat + PD173074","ER+",0.0346269185512546
"1260","Vorinostat + PF-4708671","ER+",-0.0234141740713878
"1261","Vorinostat + Pictilisib","ER+",0.12855100978555
"1262","Vorinostat + Ribociclib","ER+",0.16948762350976
"1263","Vorinostat + RO-3306","ER+",0.166259752159658
"1264","Vorinostat + Sapitinib","ER+",-0.0638079741887962
"1265","Vorinostat + SB216763","ER+",0.0674884356855662
"1266","Vorinostat + SCH772984","ER+",0.148859112848143
"1267","Vorinostat + Sorafenib","ER+",0.0754784321439408
"1268","Vorinostat + Taselisib","ER+",0.0541576281464193
"1269","Vorinostat + Temozolomide","ER+",0.021332539436745
"1270","Vorinostat + Tozasertib","ER+",0.188772798125569
"1271","Vorinostat + Trametinib","ER+",0.0487062215464948
"1272","Vorinostat + Uprosertib","ER+",0.203634821800688
"1273","Vorinostat + Venetoclax","ER+",-0.0401659898597329
"1274","Vorinostat + Wee1 Inhibitor","ER+",-0.129290403713032
"1275","Vorinostat + ZM447439","ER+",0.116195551687261
"1276","5-Fluorouracil + Afatinib","HER2+",-0.278135159957544
"1277","5-Fluorouracil + Alisertib","HER2+",0.0187157305406247
"1278","5-Fluorouracil + Alpelisib","HER2+",-0.108670510503913
"1279","5-Fluorouracil + Axitinib","HER2+",-0.285224243756168
"1280","5-Fluorouracil + AZD6482","HER2+",-0.147192638260054
"1281","5-Fluorouracil + AZD7762","HER2+",0.297607233765831
"1282","5-Fluorouracil + AZD8055","HER2+",0.0151930024943673
"1283","5-Fluorouracil + BI-2536","HER2+",-0.0660263364829575
"1284","5-Fluorouracil + Bortezomib","HER2+",-0.14277553892882
"1285","5-Fluorouracil + Camptothecin","HER2+",0.0806705658674041
"1286","5-Fluorouracil + Cisplatin","HER2+",0.0803763010680623
"1287","5-Fluorouracil + Crizotinib","HER2+",-0.264053347816087
"1288","5-Fluorouracil + Dabrafenib","HER2+",0.0324806203905302
"1289","5-Fluorouracil + Docetaxel","HER2+",-0.54955499535704
"1290","5-Fluorouracil + Doramapimod","HER2+",0.0285515980778068
"1291","5-Fluorouracil + Entinostat","HER2+",-0.0612460487514437
"1292","5-Fluorouracil + Gemcitabine","HER2+",-0.0771308026106081
"1293","5-Fluorouracil + GSK269962A","HER2+",-0.234703087797308
"1294","5-Fluorouracil + JQ1","HER2+",-0.206693209828774
"1295","5-Fluorouracil + KU-55933","HER2+",-0.0604227716605159
"1296","5-Fluorouracil + Lapatinib","HER2+",-0.197459479917796
"1297","5-Fluorouracil + Linsitinib","HER2+",-0.112950585386478
"1298","5-Fluorouracil + Luminespib","HER2+",-0.0509981485027663
"1299","5-Fluorouracil + MK-1775","HER2+",-0.0900167055371131
"1300","5-Fluorouracil + MK-2206","HER2+",-0.26503572888669
"1301","5-Fluorouracil + Navitoclax","HER2+",-0.0740863922237825
"1302","5-Fluorouracil + Nilotinib","HER2+",0.0477209702471205
"1303","5-Fluorouracil + NU7441","HER2+",0.0800126129557683
"1304","5-Fluorouracil + Nutlin-3a (-)","HER2+",-0.0912769414981409
"1305","5-Fluorouracil + Olaparib","HER2+",-0.0933163903405333
"1306","5-Fluorouracil + OSI-027","HER2+",0.0641641987159082
"1307","5-Fluorouracil + Paclitaxel","HER2+",-0.375346402890126
"1308","5-Fluorouracil + Palbociclib","HER2+",0.0924692354076713
"1309","5-Fluorouracil + PD173074","HER2+",-0.106570010572366
"1310","5-Fluorouracil + PF-4708671","HER2+",0.048291805695929
"1311","5-Fluorouracil + Pictilisib","HER2+",-0.295625196873168
"1312","5-Fluorouracil + Ribociclib","HER2+",-0.185120027074487
"1313","5-Fluorouracil + RO-3306","HER2+",-0.136359339587378
"1314","5-Fluorouracil + Sapitinib","HER2+",-0.0252323782360005
"1315","5-Fluorouracil + SB216763","HER2+",-0.0544302921373341
"1316","5-Fluorouracil + SCH772984","HER2+",-0.0160376167958809
"1317","5-Fluorouracil + Sorafenib","HER2+",-0.244963050801436
"1318","5-Fluorouracil + Taselisib","HER2+",-0.248397027296657
"1319","5-Fluorouracil + Temozolomide","HER2+",-0.0372608354055498
"1320","5-Fluorouracil + Tozasertib","HER2+",-0.104974049722185
"1321","5-Fluorouracil + Trametinib","HER2+",-0.0184700259515959
"1322","5-Fluorouracil + Uprosertib","HER2+",-0.162597640487324
"1323","5-Fluorouracil + Venetoclax","HER2+",0.000876147371596068
"1324","5-Fluorouracil + Vorinostat","HER2+",-0.134357016637233
"1325","5-Fluorouracil + Wee1 Inhibitor","HER2+",0.0327782806487621
"1326","5-Fluorouracil + ZM447439","HER2+",0.0220087117114491
"1327","Axitinib + 5-Fluorouracil","HER2+",0.0747372710730139
"1328","Axitinib + Afatinib","HER2+",-0.0224489612784782
"1329","Axitinib + Alisertib","HER2+",0.0180072033239932
"1330","Axitinib + Alpelisib","HER2+",-0.0250777866769515
"1331","Axitinib + AZD6482","HER2+",0.0728614109632384
"1332","Axitinib + AZD7762","HER2+",-0.0513969931653756
"1333","Axitinib + AZD8055","HER2+",-0.196678787058762
"1334","Axitinib + BI-2536","HER2+",-0.0780352610907333
"1335","Axitinib + Bortezomib","HER2+",-0.182346414260931
"1336","Axitinib + Camptothecin","HER2+",0.191805989112396
"1337","Axitinib + Cisplatin","HER2+",0.142603747196329
"1338","Axitinib + Crizotinib","HER2+",-0.0403031379290299
"1339","Axitinib + Dabrafenib","HER2+",-0.0131068565886811
"1340","Axitinib + Docetaxel","HER2+",-0.721142919099412
"1341","Axitinib + Doramapimod","HER2+",0.11691107534093
"1342","Axitinib + Entinostat","HER2+",-0.165989380228287
"1343","Axitinib + Gemcitabine","HER2+",-0.027024033404636
"1344","Axitinib + GSK269962A","HER2+",0.0860906379479067
"1345","Axitinib + JQ1","HER2+",0.134803620219248
"1346","Axitinib + KU-55933","HER2+",0.00871552601114773
"1347","Axitinib + Lapatinib","HER2+",-0.114174618130157
"1348","Axitinib + Linsitinib","HER2+",0.217456014526235
"1349","Axitinib + Luminespib","HER2+",-0.199338471884204
"1350","Axitinib + MK-1775","HER2+",-0.0899189579951232
"1351","Axitinib + MK-2206","HER2+",-0.176115412547863
"1352","Axitinib + Navitoclax","HER2+",0.218297203396172
"1353","Axitinib + Nilotinib","HER2+",0.332684834669737
"1354","Axitinib + NU7441","HER2+",0.214052240888076
"1355","Axitinib + Nutlin-3a (-)","HER2+",0.0203639227636579
"1356","Axitinib + Olaparib","HER2+",-0.0475689987642159
"1357","Axitinib + OSI-027","HER2+",-0.102915072960699
"1358","Axitinib + Paclitaxel","HER2+",-0.709872553744869
"1359","Axitinib + Palbociclib","HER2+",0.0448127976903314
"1360","Axitinib + PD173074","HER2+",-0.0764010395097406
"1361","Axitinib + PF-4708671","HER2+",0.0503617793741142
"1362","Axitinib + Pictilisib","HER2+",-0.149991787767135
"1363","Axitinib + Ribociclib","HER2+",-0.135959339149076
"1364","Axitinib + RO-3306","HER2+",-0.00275442962013267
"1365","Axitinib + Sapitinib","HER2+",-0.0545241169719894
"1366","Axitinib + SB216763","HER2+",0.0920619319669898
"1367","Axitinib + SCH772984","HER2+",0.291247141976335
"1368","Axitinib + Sorafenib","HER2+",0.167988891149626
"1369","Axitinib + Taselisib","HER2+",-0.279428512242667
"1370","Axitinib + Temozolomide","HER2+",0.00933829291544791
"1371","Axitinib + Tozasertib","HER2+",0.0561194904695888
"1372","Axitinib + Trametinib","HER2+",-0.0189145601845249
"1373","Axitinib + Uprosertib","HER2+",-0.0105949074815549
"1374","Axitinib + Venetoclax","HER2+",0.0301020115328521
"1375","Axitinib + Vorinostat","HER2+",-0.171913484718934
"1376","Axitinib + Wee1 Inhibitor","HER2+",-0.00651014441776619
"1377","Axitinib + ZM447439","HER2+",0.241224012312329
"1378","AZD7762 + 5-Fluorouracil","HER2+",0.257115385411623
"1379","AZD7762 + Afatinib","HER2+",-0.0589699028931073
"1380","AZD7762 + Alisertib","HER2+",-0.0638642838251354
"1381","AZD7762 + Alpelisib","HER2+",-0.0605218223257947
"1382","AZD7762 + Axitinib","HER2+",-0.272511881652837
"1383","AZD7762 + AZD6482","HER2+",0.0400155198042565
"1384","AZD7762 + AZD8055","HER2+",-0.0858976103271421
"1385","AZD7762 + BI-2536","HER2+",0.0371098932943198
"1386","AZD7762 + Bortezomib","HER2+",-0.155565052195676
"1387","AZD7762 + Camptothecin","HER2+",0.546657349036802
"1388","AZD7762 + Cisplatin","HER2+",0.234593111197649
"1389","AZD7762 + Crizotinib","HER2+",-0.0762664730814766
"1390","AZD7762 + Dabrafenib","HER2+",-0.0389153555282131
"1391","AZD7762 + Docetaxel","HER2+",-0.226444465125871
"1392","AZD7762 + Doramapimod","HER2+",0.0773066010765844
"1393","AZD7762 + Entinostat","HER2+",-0.15214497739378
"1394","AZD7762 + Gemcitabine","HER2+",0.249290168579708
"1395","AZD7762 + GSK269962A","HER2+",-0.140181017533824
"1396","AZD7762 + JQ1","HER2+",-0.129090245200639
"1397","AZD7762 + KU-55933","HER2+",-0.0471973891425789
"1398","AZD7762 + Lapatinib","HER2+",-0.164253069181474
"1399","AZD7762 + Linsitinib","HER2+",-0.0373942501058376
"1400","AZD7762 + Luminespib","HER2+",-0.073445932252124
"1401","AZD7762 + MK-1775","HER2+",-0.0080891807109943
"1402","AZD7762 + MK-2206","HER2+",-0.345054868108872
"1403","AZD7762 + Navitoclax","HER2+",-0.157666618322352
"1404","AZD7762 + Nilotinib","HER2+",-0.00824257960772859
"1405","AZD7762 + NU7441","HER2+",0.0973416425785402
"1406","AZD7762 + Nutlin-3a (-)","HER2+",-0.0674610691173798
"1407","AZD7762 + Olaparib","HER2+",-0.135468007293507
"1408","AZD7762 + OSI-027","HER2+",-0.110736946415815
"1409","AZD7762 + Paclitaxel","HER2+",0.0466904198380602
"1410","AZD7762 + Palbociclib","HER2+",0.0454474728477002
"1411","AZD7762 + PD173074","HER2+",-0.0859945124851021
"1412","AZD7762 + PF-4708671","HER2+",0.0235330574772756
"1413","AZD7762 + Pictilisib","HER2+",-0.0587605519201631
"1414","AZD7762 + Ribociclib","HER2+",-0.0230904123514051
"1415","AZD7762 + RO-3306","HER2+",0.0487436932626761
"1416","AZD7762 + Sapitinib","HER2+",-0.245793267240888
"1417","AZD7762 + SB216763","HER2+",0.0339395760328567
"1418","AZD7762 + SCH772984","HER2+",0.0742576054560612
"1419","AZD7762 + Sorafenib","HER2+",-0.0326933270728829
"1420","AZD7762 + Taselisib","HER2+",-0.19974331732911
"1421","AZD7762 + Temozolomide","HER2+",-0.0180836722041884
"1422","AZD7762 + Tozasertib","HER2+",0.000333841820772397
"1423","AZD7762 + Trametinib","HER2+",-0.0735457776795725
"1424","AZD7762 + Uprosertib","HER2+",-0.133615554483616
"1425","AZD7762 + Venetoclax","HER2+",-0.0448703987182177
"1426","AZD7762 + Vorinostat","HER2+",-0.0723509549378296
"1427","AZD7762 + Wee1 Inhibitor","HER2+",0.014403182758515
"1428","AZD7762 + ZM447439","HER2+",-0.0343317260477849
"1429","Bortezomib + 5-Fluorouracil","HER2+",0.00656594261315372
"1430","Bortezomib + Afatinib","HER2+",-0.0866611925915956
"1431","Bortezomib + Alisertib","HER2+",-0.0750907713343073
"1432","Bortezomib + Alpelisib","HER2+",-0.206271036422071
"1433","Bortezomib + Axitinib","HER2+",-0.0877354236954556
"1434","Bortezomib + AZD6482","HER2+",0.0119064178843816
"1435","Bortezomib + AZD7762","HER2+",-0.166860541814829
"1436","Bortezomib + AZD8055","HER2+",-0.343226009213479
"1437","Bortezomib + BI-2536","HER2+",-0.318015982961121
"1438","Bortezomib + Camptothecin","HER2+",0.209337655858348
"1439","Bortezomib + Cisplatin","HER2+",0.116074175171907
"1440","Bortezomib + Crizotinib","HER2+",0.0752300983070583
"1441","Bortezomib + Dabrafenib","HER2+",-0.0965914853455043
"1442","Bortezomib + Docetaxel","HER2+",-0.407457727141915
"1443","Bortezomib + Doramapimod","HER2+",0.0566845104057084
"1444","Bortezomib + Entinostat","HER2+",-0.150564450443036
"1445","Bortezomib + Gemcitabine","HER2+",0.00722129625161901
"1446","Bortezomib + GSK269962A","HER2+",-0.0185349022338994
"1447","Bortezomib + JQ1","HER2+",0.0602438970658543
"1448","Bortezomib + KU-55933","HER2+",-0.101100073318266
"1449","Bortezomib + Lapatinib","HER2+",-0.0866073239404754
"1450","Bortezomib + Linsitinib","HER2+",0.0807607181375591
"1451","Bortezomib + Luminespib","HER2+",-0.209071645372572
"1452","Bortezomib + MK-1775","HER2+",-0.221525832341951
"1453","Bortezomib + MK-2206","HER2+",-0.138723397673899
"1454","Bortezomib + Navitoclax","HER2+",-0.06058365815635
"1455","Bortezomib + Nilotinib","HER2+",-0.392709498594398
"1456","Bortezomib + NU7441","HER2+",-0.0378232078445006
"1457","Bortezomib + Nutlin-3a (-)","HER2+",-0.0227647041704546
"1458","Bortezomib + Olaparib","HER2+",-0.139914092294957
"1459","Bortezomib + OSI-027","HER2+",-0.183302624681263
"1460","Bortezomib + Paclitaxel","HER2+",-0.281057993104321
"1461","Bortezomib + Palbociclib","HER2+",0.0519883055383105
"1462","Bortezomib + PD173074","HER2+",-0.233142632618028
"1463","Bortezomib + PF-4708671","HER2+",-0.277888907220936
"1464","Bortezomib + Pictilisib","HER2+",-0.0894246069810367
"1465","Bortezomib + Ribociclib","HER2+",-0.0824106069206333
"1466","Bortezomib + RO-3306","HER2+",0.0402589084896059
"1467","Bortezomib + Sapitinib","HER2+",-0.232862857819197
"1468","Bortezomib + SB216763","HER2+",0.00547774814618367
"1469","Bortezomib + SCH772984","HER2+",0.117011851069919
"1470","Bortezomib + Sorafenib","HER2+",-0.0311048256943031
"1471","Bortezomib + Taselisib","HER2+",-0.0322534618896029
"1472","Bortezomib + Temozolomide","HER2+",0.00613270909164338
"1473","Bortezomib + Tozasertib","HER2+",0.187680109051571
"1474","Bortezomib + Trametinib","HER2+",-0.113700676699314
